000557	0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 
000558	0 1 0 1 4 0 1 1 2 2 4 8 1 1 1 0 1 2 0 1 
000559	0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 
000560	1 0 0 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 
000561	0 0 2 0 0 3 1 0 0 2 2 0 0 0 1 0 0 1 0 2 
000564	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 
000565	0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
000566	0 0 0 1 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 
000567	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000568	1 3 2 4 1 1 2 5 1 3 1 5 3 2 1 3 2 1 2 3 
000570	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
000571	0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 3 
000572	0 0 0 2 1 1 2 1 2 1 0 1 0 0 0 1 0 0 1 2 
000573	0 0 0 1 0 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 
000576	0 0 0 0 0 0 1 1 0 1 2 0 0 0 2 1 0 0 0 0 
000581	0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000582	0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
000584	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 
000585	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000586	0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
000587	0 0 0 0 0 2 1 1 0 4 0 0 0 0 0 0 0 0 0 0 
000589	0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000590	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000591	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000592	0 0 0 2 1 5 2 0 1 4 2 2 0 0 1 0 1 0 0 0 
000593	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
000595	0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 
000596	0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
000597	0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 
000598	1 0 0 0 0 1 3 2 2 4 3 6 4 2 3 1 0 2 2 4 
000599	0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 
000600	0 0 1 0 0 1 0 0 0 1 4 0 1 0 0 0 1 0 0 0 
000601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000603	0 0 1 0 0 0 0 0 0 3 1 0 0 0 1 0 1 0 1 0 
000605	0 0 0 0 0 0 0 1 0 5 1 1 1 0 1 0 0 0 1 3 
000606	0 0 0 0 0 0 0 0 0 0 1 0 0 3 1 1 1 0 2 2 
000607	0 2 0 0 0 4 0 0 1 3 1 0 1 2 0 1 1 0 1 0 
000608	0 0 2 6 2 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 
000609	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000610	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000611	0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000612	0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
000613	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000615	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000616	2 2 4 2 2 2 2 0 0 0 0 0 0 0 0 1 0 0 0 0 
000617	0 4 4 1 0 0 0 1 0 0 1 2 0 0 0 0 0 3 0 0 
000619	0 0 8 0 0 2 0 0 1 1 0 0 0 0 0 0 0 1 0 0 
000620	0 2 0 1 1 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 
000622	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000623	0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 1 0 0 
000625	15 11 17 15 15 20 11 9 5 11 13 6 13 13 8 12 11 15 6 9 
000626	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000627	0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 
000628	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000629	0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000630	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000631	0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000632	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000633	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000635	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
000636	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 
000637	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 
000638	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000639	0 0 1 1 0 0 0 2 1 0 1 0 0 0 0 0 0 0 0 0 
000650	0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
000651	0 0 2 1 3 2 0 2 0 0 2 2 1 0 3 1 0 1 0 2 
000652	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
000655	0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 
000656	0 0 3 0 1 2 2 1 2 2 3 2 2 2 0 2 2 0 0 2 
000657	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
000659	0 0 3 1 3 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
000661	0 0 0 0 0 1 1 1 0 3 2 4 2 2 2 1 2 3 3 1 
000662	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000663	0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
000665	0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000666	0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000667	4 4 0 0 1 2 1 0 0 0 0 0 3 5 2 1 1 0 0 0 
000668	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000669	0 0 2 2 0 2 1 0 2 0 0 0 0 0 0 0 0 0 0 0 
000670	0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
000671	0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 1 0 
000672	0 0 0 0 0 0 1 0 1 0 0 1 0 2 4 1 0 0 0 1 
000673	0 0 0 0 0 1 3 0 2 0 1 0 0 1 0 0 0 0 0 0 
000676	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000677	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000678	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000679	0 0 0 0 1 0 0 0 1 0 0 3 2 0 0 0 0 0 0 0 
000680	0 0 1 0 1 0 0 0 1 0 0 0 0 2 0 3 0 0 0 0 
000681	0 0 0 0 0 1 3 1 5 4 1 4 2 5 2 2 4 3 4 3 
000682	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000683	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 
000685	1 1 1 5 1 1 7 8 0 6 2 4 2 2 2 2 1 0 0 0 
000687	0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000688	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
000690	0 0 0 0 0 0 0 2 1 0 1 0 1 0 0 0 0 0 0 0 
000691	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000692	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000693	0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 
000695	0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
000697	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 
000698	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000700	0 0 2 4 5 0 2 1 1 0 1 3 2 1 1 3 1 0 0 0 
000701	0 0 0 0 1 2 0 0 4 4 6 2 1 0 0 2 4 0 1 1 
000702	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
000703	5 3 2 1 2 8 6 9 9 13 6 9 5 4 5 11 6 9 7 15 
000705	0 0 3 2 2 1 4 0 0 1 0 1 4 5 1 0 0 4 0 2 
000707	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000708	1 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 1 0 0 1 
000709	3 2 0 2 1 0 0 1 0 1 2 0 7 0 2 0 7 0 2 0 
000710	0 0 0 0 0 0 0 0 2 9 0 2 0 0 0 1 0 0 0 3 
000711	0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 0 0 1 0 
000713	0 0 0 2 0 0 0 2 2 1 0 0 0 0 0 0 0 0 0 0 
000715	0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
000716	0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 
000717	0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 7 3 
000718	12 6 6 2 3 1 1 4 4 2 2 2 3 3 10 3 0 2 0 0 
000719	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000720	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000721	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000722	0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 
000723	0 0 3 1 0 0 1 1 0 0 0 0 0 1 1 1 0 0 5 1 
000725	15 14 7 5 18 9 6 9 6 14 4 0 0 29 15 12 20 28 24 23 
000726	2 1 2 6 0 3 2 0 0 1 4 1 0 3 1 2 2 0 1 1 
000727	0 0 0 0 0 3 1 6 0 0 1 1 1 0 7 2 0 1 1 1 
000729	2 2 4 2 2 6 5 1 0 4 6 2 1 4 1 5 0 0 14 2 
000731	11 2 4 6 0 2 2 0 0 2 0 2 0 4 0 0 0 0 0 0 
000732	0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 
000733	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000735	0 0 0 0 0 0 3 1 0 0 0 4 2 0 0 0 0 0 1 0 
000736	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000737	0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000738	0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 
000739	0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 
000751	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000752	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000753	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
000755	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000756	0 0 0 1 0 0 2 0 1 0 0 0 0 3 0 0 0 0 0 1 
000757	0 0 0 0 0 1 0 0 1 1 1 0 1 0 0 4 1 1 0 0 
000758	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000759	1 1 1 2 3 1 0 2 1 1 1 1 2 1 4 4 4 3 2 1 
000760	0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
000761	0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 
000762	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000766	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000767	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000768	1 1 2 0 2 0 3 5 1 1 2 1 0 0 4 2 2 3 5 5 
000777	0 0 0 1 1 0 3 3 0 2 0 0 2 0 0 0 0 0 2 1 
000778	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 
000779	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000780	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000782	0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 1 0 1 0 0 
000785	0 1 2 0 3 2 1 0 1 1 1 2 0 0 2 2 1 1 0 0 
000786	0 0 8 8 3 12 9 0 4 4 0 7 4 7 5 2 6 6 3 17 
000788	0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
000789	0 0 1 3 2 0 0 1 0 0 0 0 0 0 1 2 0 1 1 0 
000790	1 1 1 2 0 1 2 2 1 1 0 0 0 0 0 1 0 0 0 0 
000791	0 0 0 0 0 0 0 2 2 0 0 0 0 0 1 0 0 0 0 0 
000792	0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 2 1 0 2 1 
000793	0 0 0 0 0 2 1 0 2 1 0 0 0 0 0 0 0 0 0 0 
000795	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
000796	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 
000797	0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 1 
000798	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000799	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 
000800	0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 4 2 1 1 1 
000801	1 1 0 1 3 7 9 1 1 1 2 1 3 3 3 2 0 2 1 0 
000802	0 0 2 3 0 2 0 3 0 4 5 0 4 3 5 3 3 1 2 4 
000803	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000806	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000807	0 0 0 0 0 0 0 0 0 2 1 0 2 3 2 0 0 1 0 0 
000809	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
000810	0 0 0 0 0 0 0 2 3 8 5 1 1 1 2 1 2 0 1 0 
